L,p_error,num_success
3,0,1,100
3,0.00133333,1,86
3,0.00266667,1,69
3,0.004,1,56
3,0.00533333,1,52
3,0.00666667,1,47
3,0.008,1,47
3,0.00933333,1,51
3,0.0106667,1,54
3,0.012,1,42
5,0,1,100
5,0.00133333,1,85
5,0.00266667,1,53
5,0.004,1,49
5,0.00533333,1,52
5,0.00666667,1,44
5,0.008,1,49
5,0.00933333,1,52
5,0.0106667,1,53
5,0.012,1,53
7,0,1,100
7,0.00133333,1,74
7,0.00266667,1,43
7,0.004,1,57
7,0.00533333,1,42
7,0.00666667,1,48
7,0.008,1,51
7,0.00933333,1,49
7,0.0106667,1,61
7,0.012,1,59
9,0,1,100
9,0.00133333,1,77
9,0.00266667,1,52
9,0.004,1,56
9,0.00533333,1,49
9,0.00666667,1,46
9,0.008,1,45
9,0.00933333,1,41
9,0.0106667,1,46
9,0.012,1,47
11,0,1,100
11,0.00133333,1,64
11,0.00266667,1,59
11,0.004,1,44
11,0.00533333,1,54
11,0.00666667,1,50
11,0.008,1,49
11,0.00933333,1,50
11,0.0106667,1,40
11,0.012,1,46
13,0,1,100
13,0.00133333,1,62
13,0.00266667,1,56
13,0.004,1,44
13,0.00533333,1,49
13,0.00666667,1,47
13,0.008,1,48
13,0.00933333,1,49
13,0.0106667,1,54
13,0.012,1,45
15,0,1,100
15,0.00133333,1,67
15,0.00266667,1,48
15,0.004,1,50
15,0.00533333,1,51
15,0.00666667,1,58
15,0.008,1,45
15,0.00933333,1,51
15,0.0106667,1,54
15,0.012,1,50
17,0,1,100
17,0.00133333,1,58
17,0.00266667,1,55
17,0.004,1,51
17,0.00533333,1,51
17,0.00666667,1,53
17,0.008,1,52
17,0.00933333,1,45
17,0.0106667,1,56
17,0.012,1,43
