L,p_error,num_success
3,0,1,100
3,0.00777778,1,91
3,0.0155556,1,61
3,0.0233333,1,41
3,0.0311111,1,53
3,0.0388889,1,56
3,0.0466667,1,54
3,0.0544444,1,59
3,0.0622222,1,48
3,0.07,1,54
5,0,1,100
5,0.00777778,1,95
5,0.0155556,1,45
5,0.0233333,1,47
5,0.0311111,1,46
5,0.0388889,1,46
5,0.0466667,1,41
5,0.0544444,1,49
5,0.0622222,1,47
5,0.07,1,49
7,0,1,100
7,0.00777778,1,93
7,0.0155556,1,56
7,0.0233333,1,58
7,0.0311111,1,54
7,0.0388889,1,55
7,0.0466667,1,48
7,0.0544444,1,54
7,0.0622222,1,51
7,0.07,1,45
9,0,1,100
9,0.00777778,1,96
9,0.0155556,1,43
9,0.0233333,1,56
9,0.0311111,1,47
9,0.0388889,1,48
9,0.0466667,1,49
9,0.0544444,1,44
9,0.0622222,1,55
9,0.07,1,49
11,0,1,100
11,0.00777778,1,99
11,0.0155556,1,45
11,0.0233333,1,58
11,0.0311111,1,50
11,0.0388889,1,49
11,0.0466667,1,51
11,0.0544444,1,53
11,0.0622222,1,50
11,0.07,1,51
13,0,1,100
13,0.00777778,1,99
13,0.0155556,1,54
13,0.0233333,1,53
13,0.0311111,1,51
13,0.0388889,1,49
13,0.0466667,1,50
13,0.0544444,1,51
13,0.0622222,1,49
13,0.07,1,52
15,0,1,100
15,0.00777778,1,98
15,0.0155556,1,47
15,0.0233333,1,56
15,0.0311111,1,46
15,0.0388889,1,44
15,0.0466667,1,50
15,0.0544444,1,50
15,0.0622222,1,45
15,0.07,1,61
17,0,1,100
17,0.00777778,1,95
17,0.0155556,1,47
17,0.0233333,1,49
17,0.0311111,1,52
17,0.0388889,1,56
17,0.0466667,1,49
17,0.0544444,1,45
17,0.0622222,1,52
17,0.07,1,51
