L,p_error,num_success
3,0,1,100
3,0.00555556,1,99
3,0.0111111,1,89
3,0.0166667,1,85
3,0.0222222,1,68
3,0.0277778,1,59
3,0.0333333,1,72
3,0.0388889,1,56
3,0.0444444,1,60
3,0.05,1,59
5,0,1,100
5,0.00555556,1,99
5,0.0111111,1,88
5,0.0166667,1,76
5,0.0222222,1,59
5,0.0277778,1,53
5,0.0333333,1,51
5,0.0388889,1,43
5,0.0444444,1,54
5,0.05,1,51
7,0,1,100
7,0.00555556,1,100
7,0.0111111,1,86
7,0.0166667,1,62
7,0.0222222,1,52
7,0.0277778,1,43
7,0.0333333,1,51
7,0.0388889,1,47
7,0.0444444,1,46
7,0.05,1,46
9,0,1,100
9,0.00555556,1,100
9,0.0111111,1,85
9,0.0166667,1,57
9,0.0222222,1,59
9,0.0277778,1,50
9,0.0333333,1,54
9,0.0388889,1,51
9,0.0444444,1,53
9,0.05,1,47
11,0,1,100
11,0.00555556,1,100
11,0.0111111,1,84
11,0.0166667,1,53
11,0.0222222,1,50
11,0.0277778,1,53
11,0.0333333,1,50
11,0.0388889,1,51
11,0.0444444,1,51
11,0.05,1,51
13,0,1,100
13,0.00555556,1,100
13,0.0111111,1,84
13,0.0166667,1,52
13,0.0222222,1,53
13,0.0277778,1,51
13,0.0333333,1,44
13,0.0388889,1,42
13,0.0444444,1,50
13,0.05,1,47
15,0,1,100
15,0.00555556,1,100
15,0.0111111,1,78
15,0.0166667,1,53
15,0.0222222,1,48
15,0.0277778,1,48
15,0.0333333,1,46
15,0.0388889,1,50
15,0.0444444,1,50
15,0.05,1,56
17,0,1,100
17,0.00555556,1,100
17,0.0111111,1,88
17,0.0166667,1,49
17,0.0222222,1,53
17,0.0277778,1,55
17,0.0333333,1,43
17,0.0388889,1,54
17,0.0444444,1,46
17,0.05,1,45
