L,p_error,num_success
3,0,1,100
3,0.00777778,1,97
3,0.0155556,1,50
3,0.0233333,1,50
3,0.0311111,1,51
3,0.0388889,1,49
3,0.0466667,1,55
3,0.0544444,1,52
3,0.0622222,1,59
3,0.07,1,59
5,0,1,100
5,0.00777778,1,98
5,0.0155556,1,49
5,0.0233333,1,53
5,0.0311111,1,49
5,0.0388889,1,53
5,0.0466667,1,48
5,0.0544444,1,55
5,0.0622222,1,50
5,0.07,1,55
7,0,1,100
7,0.00777778,1,100
7,0.0155556,1,41
7,0.0233333,1,47
7,0.0311111,1,51
7,0.0388889,1,51
7,0.0466667,1,47
7,0.0544444,1,38
7,0.0622222,1,60
7,0.07,1,51
9,0,1,100
9,0.00777778,1,100
9,0.0155556,1,37
9,0.0233333,1,42
9,0.0311111,1,49
9,0.0388889,1,52
9,0.0466667,1,53
9,0.0544444,1,48
9,0.0622222,1,60
9,0.07,1,53
11,0,1,100
11,0.00777778,1,100
11,0.0155556,1,52
11,0.0233333,1,56
11,0.0311111,1,60
11,0.0388889,1,56
11,0.0466667,1,48
11,0.0544444,1,46
11,0.0622222,1,53
11,0.07,1,46
13,0,1,100
13,0.00777778,1,100
13,0.0155556,1,63
13,0.0233333,1,53
13,0.0311111,1,46
13,0.0388889,1,47
13,0.0466667,1,40
13,0.0544444,1,50
13,0.0622222,1,54
13,0.07,1,57
15,0,1,100
15,0.00777778,1,100
15,0.0155556,1,51
15,0.0233333,1,48
15,0.0311111,1,51
15,0.0388889,1,55
15,0.0466667,1,49
15,0.0544444,1,53
15,0.0622222,1,51
15,0.07,1,47
17,0,1,100
17,0.00777778,1,100
17,0.0155556,1,55
17,0.0233333,1,46
17,0.0311111,1,56
17,0.0388889,1,46
17,0.0466667,1,48
17,0.0544444,1,48
17,0.0622222,1,49
17,0.07,1,48
