L,p_error,num_success
3,0,1,100
3,0.00555556,1,88
3,0.0111111,1,58
3,0.0166667,1,45
3,0.0222222,1,47
3,0.0277778,1,45
3,0.0333333,1,48
3,0.0388889,1,44
3,0.0444444,1,52
3,0.05,1,48
5,0,1,100
5,0.00555556,1,73
5,0.0111111,1,44
5,0.0166667,1,49
5,0.0222222,1,49
5,0.0277778,1,40
5,0.0333333,1,49
5,0.0388889,1,53
5,0.0444444,1,53
5,0.05,1,45
7,0,1,100
7,0.00555556,1,69
7,0.0111111,1,52
7,0.0166667,1,50
7,0.0222222,1,46
7,0.0277778,1,50
7,0.0333333,1,55
7,0.0388889,1,51
7,0.0444444,1,51
7,0.05,1,62
9,0,1,100
9,0.00555556,1,52
9,0.0111111,1,45
9,0.0166667,1,51
9,0.0222222,1,41
9,0.0277778,1,49
9,0.0333333,1,47
9,0.0388889,1,61
9,0.0444444,1,47
9,0.05,1,51
11,0,1,100
11,0.00555556,1,63
11,0.0111111,1,46
11,0.0166667,1,54
11,0.0222222,1,54
11,0.0277778,1,48
11,0.0333333,1,49
11,0.0388889,1,51
11,0.0444444,1,43
11,0.05,1,41
13,0,1,100
13,0.00555556,1,47
13,0.0111111,1,53
13,0.0166667,1,57
13,0.0222222,1,54
13,0.0277778,1,55
13,0.0333333,1,52
13,0.0388889,1,57
13,0.0444444,1,47
13,0.05,1,49
15,0,1,100
15,0.00555556,1,54
15,0.0111111,1,59
15,0.0166667,1,44
15,0.0222222,1,50
15,0.0277778,1,47
15,0.0333333,1,55
15,0.0388889,1,50
15,0.0444444,1,55
15,0.05,1,55
17,0,1,100
17,0.00555556,1,53
17,0.0111111,1,50
17,0.0166667,1,52
17,0.0222222,1,53
17,0.0277778,1,51
17,0.0333333,1,60
17,0.0388889,1,53
17,0.0444444,1,46
17,0.05,1,57
