L,p_error,num_success
3,0,1,100
3,0.00555556,1,82
3,0.0111111,1,70
3,0.0166667,1,55
3,0.0222222,1,47
3,0.0277778,1,44
3,0.0333333,1,53
3,0.0388889,1,53
3,0.0444444,1,51
3,0.05,1,46
5,0,1,100
5,0.00555556,1,71
5,0.0111111,1,63
5,0.0166667,1,56
5,0.0222222,1,47
5,0.0277778,1,46
5,0.0333333,1,55
5,0.0388889,1,53
5,0.0444444,1,48
5,0.05,1,53
7,0,1,100
7,0.00555556,1,66
7,0.0111111,1,54
7,0.0166667,1,46
7,0.0222222,1,45
7,0.0277778,1,40
7,0.0333333,1,54
7,0.0388889,1,46
7,0.0444444,1,50
7,0.05,1,50
9,0,1,100
9,0.00555556,1,62
9,0.0111111,1,55
9,0.0166667,1,43
9,0.0222222,1,50
9,0.0277778,1,49
9,0.0333333,1,52
9,0.0388889,1,54
9,0.0444444,1,55
9,0.05,1,47
11,0,1,100
11,0.00555556,1,55
11,0.0111111,1,50
11,0.0166667,1,58
11,0.0222222,1,47
11,0.0277778,1,52
11,0.0333333,1,51
11,0.0388889,1,60
11,0.0444444,1,53
11,0.05,1,46
13,0,1,100
13,0.00555556,1,47
13,0.0111111,1,44
13,0.0166667,1,52
13,0.0222222,1,51
13,0.0277778,1,53
13,0.0333333,1,48
13,0.0388889,1,42
13,0.0444444,1,43
13,0.05,1,57
15,0,1,100
15,0.00555556,1,58
15,0.0111111,1,45
15,0.0166667,1,47
15,0.0222222,1,56
15,0.0277778,1,51
15,0.0333333,1,48
15,0.0388889,1,52
15,0.0444444,1,49
15,0.05,1,50
17,0,1,100
17,0.00555556,1,55
17,0.0111111,1,50
17,0.0166667,1,47
17,0.0222222,1,55
17,0.0277778,1,50
17,0.0333333,1,51
17,0.0388889,1,50
17,0.0444444,1,52
17,0.05,1,57
