L,p_error,num_success
3,0,1,100
3,0.00555556,1,88
3,0.0111111,1,79
3,0.0166667,1,69
3,0.0222222,1,62
3,0.0277778,1,57
3,0.0333333,1,52
3,0.0388889,1,43
3,0.0444444,1,59
3,0.05,1,53
5,0,1,100
5,0.00555556,1,90
5,0.0111111,1,73
5,0.0166667,1,53
5,0.0222222,1,55
5,0.0277778,1,54
5,0.0333333,1,48
5,0.0388889,1,40
5,0.0444444,1,52
5,0.05,1,49
7,0,1,100
7,0.00555556,1,96
7,0.0111111,1,63
7,0.0166667,1,40
7,0.0222222,1,44
7,0.0277778,1,42
7,0.0333333,1,56
7,0.0388889,1,50
7,0.0444444,1,55
7,0.05,1,42
9,0,1,100
9,0.00555556,1,96
9,0.0111111,1,52
9,0.0166667,1,47
9,0.0222222,1,54
9,0.0277778,1,52
9,0.0333333,1,50
9,0.0388889,1,55
9,0.0444444,1,49
9,0.05,1,51
11,0,1,100
11,0.00555556,1,96
11,0.0111111,1,52
11,0.0166667,1,43
11,0.0222222,1,48
11,0.0277778,1,43
11,0.0333333,1,49
11,0.0388889,1,49
11,0.0444444,1,57
11,0.05,1,45
13,0,1,100
13,0.00555556,1,99
13,0.0111111,1,47
13,0.0166667,1,49
13,0.0222222,1,52
13,0.0277778,1,46
13,0.0333333,1,49
13,0.0388889,1,45
13,0.0444444,1,50
13,0.05,1,42
15,0,1,100
15,0.00555556,1,96
15,0.0111111,1,49
15,0.0166667,1,52
15,0.0222222,1,56
15,0.0277778,1,41
15,0.0333333,1,48
15,0.0388889,1,47
15,0.0444444,1,46
15,0.05,1,57
17,0,1,100
17,0.00555556,1,92
17,0.0111111,1,50
17,0.0166667,1,57
17,0.0222222,1,58
17,0.0277778,1,55
17,0.0333333,1,48
17,0.0388889,1,50
17,0.0444444,1,45
17,0.05,1,55
