L,p_error,num_success
3,0,1,100
3,0.00777778,1,87
3,0.0155556,1,55
3,0.0233333,1,50
3,0.0311111,1,50
3,0.0388889,1,50
3,0.0466667,1,51
3,0.0544444,1,64
3,0.0622222,1,55
3,0.07,1,51
5,0,1,100
5,0.00777778,1,86
5,0.0155556,1,49
5,0.0233333,1,44
5,0.0311111,1,53
5,0.0388889,1,59
5,0.0466667,1,49
5,0.0544444,1,53
5,0.0622222,1,47
5,0.07,1,48
7,0,1,100
7,0.00777778,1,76
7,0.0155556,1,50
7,0.0233333,1,51
7,0.0311111,1,56
7,0.0388889,1,56
7,0.0466667,1,47
7,0.0544444,1,52
7,0.0622222,1,42
7,0.07,1,50
9,0,1,100
9,0.00777778,1,74
9,0.0155556,1,50
9,0.0233333,1,48
9,0.0311111,1,38
9,0.0388889,1,55
9,0.0466667,1,51
9,0.0544444,1,46
9,0.0622222,1,58
9,0.07,1,52
11,0,1,100
11,0.00777778,1,75
11,0.0155556,1,59
11,0.0233333,1,56
11,0.0311111,1,48
11,0.0388889,1,50
11,0.0466667,1,55
11,0.0544444,1,45
11,0.0622222,1,58
11,0.07,1,51
13,0,1,100
13,0.00777778,1,69
13,0.0155556,1,48
13,0.0233333,1,50
13,0.0311111,1,50
13,0.0388889,1,58
13,0.0466667,1,47
13,0.0544444,1,56
13,0.0622222,1,43
13,0.07,1,50
15,0,1,100
15,0.00777778,1,56
15,0.0155556,1,44
15,0.0233333,1,56
15,0.0311111,1,48
15,0.0388889,1,52
15,0.0466667,1,50
15,0.0544444,1,51
15,0.0622222,1,45
15,0.07,1,55
17,0,1,100
17,0.00777778,1,59
17,0.0155556,1,53
17,0.0233333,1,56
17,0.0311111,1,49
17,0.0388889,1,53
17,0.0466667,1,45
17,0.0544444,1,44
17,0.0622222,1,48
17,0.07,1,46
