L,p_error,num_success
3,0,1,100
3,0.00133333,1,93
3,0.00266667,1,95
3,0.004,1,84
3,0.00533333,1,79
3,0.00666667,1,72
3,0.008,1,66
3,0.00933333,1,66
3,0.0106667,1,57
3,0.012,1,57
5,0,1,100
5,0.00133333,1,97
5,0.00266667,1,89
5,0.004,1,69
5,0.00533333,1,66
5,0.00666667,1,60
5,0.008,1,49
5,0.00933333,1,57
5,0.0106667,1,44
5,0.012,1,45
7,0,1,100
7,0.00133333,1,100
7,0.00266667,1,84
7,0.004,1,58
7,0.00533333,1,52
7,0.00666667,1,55
7,0.008,1,62
7,0.00933333,1,58
7,0.0106667,1,48
7,0.012,1,52
9,0,1,100
9,0.00133333,1,100
9,0.00266667,1,87
9,0.004,1,67
9,0.00533333,1,55
9,0.00666667,1,50
9,0.008,1,56
9,0.00933333,1,57
9,0.0106667,1,48
9,0.012,1,58
11,0,1,100
11,0.00133333,1,100
11,0.00266667,1,84
11,0.004,1,54
11,0.00533333,1,51
11,0.00666667,1,59
11,0.008,1,51
11,0.00933333,1,54
11,0.0106667,1,48
11,0.012,1,42
13,0,1,100
13,0.00133333,1,100
13,0.00266667,1,68
13,0.004,1,46
13,0.00533333,1,48
13,0.00666667,1,54
13,0.008,1,51
13,0.00933333,1,48
13,0.0106667,1,50
13,0.012,1,46
15,0,1,100
15,0.00133333,1,100
15,0.00266667,1,84
15,0.004,1,55
15,0.00533333,1,55
15,0.00666667,1,41
15,0.008,1,58
15,0.00933333,1,41
15,0.0106667,1,55
15,0.012,1,53
17,0,1,100
17,0.00133333,1,100
17,0.00266667,1,67
17,0.004,1,55
17,0.00533333,1,45
17,0.00666667,1,57
17,0.008,1,51
17,0.00933333,1,60
17,0.0106667,1,49
17,0.012,1,50
