L,p_error,num_success
3,0,1,100
3,0.00555556,1,96
3,0.0111111,1,91
3,0.0166667,1,79
3,0.0222222,1,66
3,0.0277778,1,70
3,0.0333333,1,60
3,0.0388889,1,62
3,0.0444444,1,67
3,0.05,1,55
5,0,1,100
5,0.00555556,1,98
5,0.0111111,1,88
5,0.0166667,1,77
5,0.0222222,1,67
5,0.0277778,1,56
5,0.0333333,1,47
5,0.0388889,1,46
5,0.0444444,1,55
5,0.05,1,53
7,0,1,100
7,0.00555556,1,99
7,0.0111111,1,89
7,0.0166667,1,72
7,0.0222222,1,51
7,0.0277778,1,49
7,0.0333333,1,57
7,0.0388889,1,51
7,0.0444444,1,49
7,0.05,1,41
9,0,1,100
9,0.00555556,1,100
9,0.0111111,1,91
9,0.0166667,1,61
9,0.0222222,1,51
9,0.0277778,1,40
9,0.0333333,1,54
9,0.0388889,1,51
9,0.0444444,1,53
9,0.05,1,45
11,0,1,100
11,0.00555556,1,100
11,0.0111111,1,86
11,0.0166667,1,48
11,0.0222222,1,50
11,0.0277778,1,50
11,0.0333333,1,54
11,0.0388889,1,49
11,0.0444444,1,47
11,0.05,1,42
13,0,1,100
13,0.00555556,1,100
13,0.0111111,1,88
13,0.0166667,1,57
13,0.0222222,1,43
13,0.0277778,1,49
13,0.0333333,1,49
13,0.0388889,1,53
13,0.0444444,1,55
13,0.05,1,47
15,0,1,100
15,0.00555556,1,100
15,0.0111111,1,83
15,0.0166667,1,45
15,0.0222222,1,50
15,0.0277778,1,43
15,0.0333333,1,57
15,0.0388889,1,52
15,0.0444444,1,53
15,0.05,1,53
17,0,1,100
17,0.00555556,1,100
17,0.0111111,1,87
17,0.0166667,1,44
17,0.0222222,1,51
17,0.0277778,1,55
17,0.0333333,1,50
17,0.0388889,1,49
17,0.0444444,1,52
17,0.05,1,54
