L,p_error,num_success
3,0,1,100
3,0.00133333,1,83
3,0.00266667,1,60
3,0.004,1,47
3,0.00533333,1,49
3,0.00666667,1,44
3,0.008,1,51
3,0.00933333,1,51
3,0.0106667,1,56
3,0.012,1,43
5,0,1,100
5,0.00133333,1,68
5,0.00266667,1,55
5,0.004,1,44
5,0.00533333,1,49
5,0.00666667,1,52
5,0.008,1,41
5,0.00933333,1,49
5,0.0106667,1,51
5,0.012,1,46
7,0,1,100
7,0.00133333,1,59
7,0.00266667,1,53
7,0.004,1,46
7,0.00533333,1,47
7,0.00666667,1,48
7,0.008,1,60
7,0.00933333,1,47
7,0.0106667,1,48
7,0.012,1,51
9,0,1,100
9,0.00133333,1,64
9,0.00266667,1,44
9,0.004,1,46
9,0.00533333,1,46
9,0.00666667,1,51
9,0.008,1,49
9,0.00933333,1,54
9,0.0106667,1,42
9,0.012,1,54
11,0,1,100
11,0.00133333,1,54
11,0.00266667,1,44
11,0.004,1,40
11,0.00533333,1,53
11,0.00666667,1,58
11,0.008,1,41
11,0.00933333,1,53
11,0.0106667,1,52
11,0.012,1,51
13,0,1,100
13,0.00133333,1,48
13,0.00266667,1,46
13,0.004,1,46
13,0.00533333,1,47
13,0.00666667,1,42
13,0.008,1,56
13,0.00933333,1,45
13,0.0106667,1,47
13,0.012,1,39
15,0,1,100
15,0.00133333,1,56
15,0.00266667,1,54
15,0.004,1,43
15,0.00533333,1,57
15,0.00666667,1,50
15,0.008,1,50
15,0.00933333,1,49
15,0.0106667,1,55
15,0.012,1,48
17,0,1,100
17,0.00133333,1,54
17,0.00266667,1,54
17,0.004,1,50
17,0.00533333,1,48
17,0.00666667,1,53
17,0.008,1,54
17,0.00933333,1,46
17,0.0106667,1,55
17,0.012,1,49
