L,p_error,num_success
3,0,1,100
3,0.00555556,1,98
3,0.0111111,1,87
3,0.0166667,1,83
3,0.0222222,1,81
3,0.0277778,1,65
3,0.0333333,1,61
3,0.0388889,1,63
3,0.0444444,1,48
3,0.05,1,56
5,0,1,100
5,0.00555556,1,99
5,0.0111111,1,88
5,0.0166667,1,78
5,0.0222222,1,66
5,0.0277778,1,55
5,0.0333333,1,49
5,0.0388889,1,50
5,0.0444444,1,49
5,0.05,1,56
7,0,1,100
7,0.00555556,1,98
7,0.0111111,1,93
7,0.0166667,1,69
7,0.0222222,1,43
7,0.0277778,1,47
7,0.0333333,1,56
7,0.0388889,1,55
7,0.0444444,1,50
7,0.05,1,58
9,0,1,100
9,0.00555556,1,100
9,0.0111111,1,90
9,0.0166667,1,55
9,0.0222222,1,44
9,0.0277778,1,56
9,0.0333333,1,58
9,0.0388889,1,40
9,0.0444444,1,55
9,0.05,1,46
11,0,1,100
11,0.00555556,1,100
11,0.0111111,1,89
11,0.0166667,1,45
11,0.0222222,1,44
11,0.0277778,1,45
11,0.0333333,1,48
11,0.0388889,1,50
11,0.0444444,1,50
11,0.05,1,50
13,0,1,100
13,0.00555556,1,100
13,0.0111111,1,85
13,0.0166667,1,50
13,0.0222222,1,57
13,0.0277778,1,54
13,0.0333333,1,55
13,0.0388889,1,49
13,0.0444444,1,57
13,0.05,1,50
15,0,1,100
15,0.00555556,1,100
15,0.0111111,1,80
15,0.0166667,1,49
15,0.0222222,1,47
15,0.0277778,1,57
15,0.0333333,1,52
15,0.0388889,1,48
15,0.0444444,1,49
15,0.05,1,49
17,0,1,100
17,0.00555556,1,100
17,0.0111111,1,85
17,0.0166667,1,50
17,0.0222222,1,53
17,0.0277778,1,64
17,0.0333333,1,48
17,0.0388889,1,58
17,0.0444444,1,53
17,0.05,1,54
