L,p_error,num_success
3,0,1,100
3,0.00777778,1,84
3,0.0155556,1,65
3,0.0233333,1,50
3,0.0311111,1,43
3,0.0388889,1,53
3,0.0466667,1,44
3,0.0544444,1,43
3,0.0622222,1,55
3,0.07,1,51
5,0,1,100
5,0.00777778,1,85
5,0.0155556,1,56
5,0.0233333,1,52
5,0.0311111,1,46
5,0.0388889,1,56
5,0.0466667,1,47
5,0.0544444,1,54
5,0.0622222,1,59
5,0.07,1,43
7,0,1,100
7,0.00777778,1,79
7,0.0155556,1,54
7,0.0233333,1,39
7,0.0311111,1,43
7,0.0388889,1,47
7,0.0466667,1,46
7,0.0544444,1,53
7,0.0622222,1,47
7,0.07,1,53
9,0,1,100
9,0.00777778,1,76
9,0.0155556,1,57
9,0.0233333,1,56
9,0.0311111,1,46
9,0.0388889,1,41
9,0.0466667,1,56
9,0.0544444,1,49
9,0.0622222,1,49
9,0.07,1,56
11,0,1,100
11,0.00777778,1,76
11,0.0155556,1,54
11,0.0233333,1,45
11,0.0311111,1,42
11,0.0388889,1,48
11,0.0466667,1,49
11,0.0544444,1,47
11,0.0622222,1,53
11,0.07,1,55
13,0,1,100
13,0.00777778,1,69
13,0.0155556,1,56
13,0.0233333,1,49
13,0.0311111,1,52
13,0.0388889,1,48
13,0.0466667,1,47
13,0.0544444,1,45
13,0.0622222,1,44
13,0.07,1,47
15,0,1,100
15,0.00777778,1,62
15,0.0155556,1,59
15,0.0233333,1,48
15,0.0311111,1,52
15,0.0388889,1,57
15,0.0466667,1,49
15,0.0544444,1,48
15,0.0622222,1,58
15,0.07,1,54
17,0,1,100
17,0.00777778,1,65
17,0.0155556,1,45
17,0.0233333,1,40
17,0.0311111,1,59
17,0.0388889,1,59
17,0.0466667,1,59
17,0.0544444,1,47
17,0.0622222,1,48
17,0.07,1,52
