L,p_error,num_success
3,0,1,100
3,0.00555556,1,96
3,0.0111111,1,88
3,0.0166667,1,82
3,0.0222222,1,76
3,0.0277778,1,68
3,0.0333333,1,67
3,0.0388889,1,67
3,0.0444444,1,55
3,0.05,1,50
5,0,1,100
5,0.00555556,1,100
5,0.0111111,1,87
5,0.0166667,1,79
5,0.0222222,1,60
5,0.0277778,1,56
5,0.0333333,1,53
5,0.0388889,1,51
5,0.0444444,1,60
5,0.05,1,44
7,0,1,100
7,0.00555556,1,100
7,0.0111111,1,87
7,0.0166667,1,64
7,0.0222222,1,60
7,0.0277778,1,54
7,0.0333333,1,48
7,0.0388889,1,47
7,0.0444444,1,45
7,0.05,1,52
9,0,1,100
9,0.00555556,1,100
9,0.0111111,1,87
9,0.0166667,1,62
9,0.0222222,1,45
9,0.0277778,1,46
9,0.0333333,1,56
9,0.0388889,1,52
9,0.0444444,1,53
9,0.05,1,42
11,0,1,100
11,0.00555556,1,100
11,0.0111111,1,87
11,0.0166667,1,48
11,0.0222222,1,49
11,0.0277778,1,49
11,0.0333333,1,49
11,0.0388889,1,51
11,0.0444444,1,52
11,0.05,1,44
13,0,1,100
13,0.00555556,1,100
13,0.0111111,1,79
13,0.0166667,1,59
13,0.0222222,1,49
13,0.0277778,1,53
13,0.0333333,1,51
13,0.0388889,1,48
13,0.0444444,1,54
13,0.05,1,47
15,0,1,100
15,0.00555556,1,100
15,0.0111111,1,74
15,0.0166667,1,45
15,0.0222222,1,53
15,0.0277778,1,55
15,0.0333333,1,48
15,0.0388889,1,47
15,0.0444444,1,51
15,0.05,1,47
17,0,1,100
17,0.00555556,1,100
17,0.0111111,1,82
17,0.0166667,1,60
17,0.0222222,1,49
17,0.0277778,1,44
17,0.0333333,1,63
17,0.0388889,1,53
17,0.0444444,1,50
17,0.05,1,51
