L,p_error,num_success
3,0,1,100
3,0.00133333,1,80
3,0.00266667,1,69
3,0.004,1,52
3,0.00533333,1,48
3,0.00666667,1,55
3,0.008,1,51
3,0.00933333,1,50
3,0.0106667,1,49
3,0.012,1,53
5,0,1,100
5,0.00133333,1,73
5,0.00266667,1,52
5,0.004,1,53
5,0.00533333,1,42
5,0.00666667,1,49
5,0.008,1,46
5,0.00933333,1,60
5,0.0106667,1,53
5,0.012,1,41
7,0,1,100
7,0.00133333,1,61
7,0.00266667,1,51
7,0.004,1,53
7,0.00533333,1,49
7,0.00666667,1,48
7,0.008,1,53
7,0.00933333,1,47
7,0.0106667,1,52
7,0.012,1,52
9,0,1,100
9,0.00133333,1,67
9,0.00266667,1,48
9,0.004,1,49
9,0.00533333,1,49
9,0.00666667,1,53
9,0.008,1,48
9,0.00933333,1,52
9,0.0106667,1,50
9,0.012,1,46
11,0,1,100
11,0.00133333,1,58
11,0.00266667,1,50
11,0.004,1,51
11,0.00533333,1,47
11,0.00666667,1,57
11,0.008,1,48
11,0.00933333,1,52
11,0.0106667,1,46
11,0.012,1,53
13,0,1,100
13,0.00133333,1,43
13,0.00266667,1,53
13,0.004,1,50
13,0.00533333,1,55
13,0.00666667,1,49
13,0.008,1,48
13,0.00933333,1,43
13,0.0106667,1,58
13,0.012,1,46
15,0,1,100
15,0.00133333,1,49
15,0.00266667,1,49
15,0.004,1,48
15,0.00533333,1,38
15,0.00666667,1,47
15,0.008,1,51
15,0.00933333,1,44
15,0.0106667,1,46
15,0.012,1,60
17,0,1,100
17,0.00133333,1,49
17,0.00266667,1,48
17,0.004,1,52
17,0.00533333,1,43
17,0.00666667,1,49
17,0.008,1,46
17,0.00933333,1,48
17,0.0106667,1,46
17,0.012,1,48
