L,p_error,num_success
3,0,1,100
3,0.00777778,1,96
3,0.0155556,1,52
3,0.0233333,1,51
3,0.0311111,1,55
3,0.0388889,1,52
3,0.0466667,1,52
3,0.0544444,1,49
3,0.0622222,1,51
3,0.07,1,50
5,0,1,100
5,0.00777778,1,100
5,0.0155556,1,58
5,0.0233333,1,53
5,0.0311111,1,51
5,0.0388889,1,48
5,0.0466667,1,57
5,0.0544444,1,50
5,0.0622222,1,49
5,0.07,1,48
7,0,1,100
7,0.00777778,1,99
7,0.0155556,1,49
7,0.0233333,1,45
7,0.0311111,1,58
7,0.0388889,1,45
7,0.0466667,1,56
7,0.0544444,1,59
7,0.0622222,1,56
7,0.07,1,54
9,0,1,100
9,0.00777778,1,99
9,0.0155556,1,56
9,0.0233333,1,54
9,0.0311111,1,46
9,0.0388889,1,51
9,0.0466667,1,40
9,0.0544444,1,47
9,0.0622222,1,53
9,0.07,1,48
11,0,1,100
11,0.00777778,1,99
11,0.0155556,1,51
11,0.0233333,1,49
11,0.0311111,1,48
11,0.0388889,1,49
11,0.0466667,1,55
11,0.0544444,1,47
11,0.0622222,1,50
11,0.07,1,43
13,0,1,100
13,0.00777778,1,99
13,0.0155556,1,51
13,0.0233333,1,56
13,0.0311111,1,42
13,0.0388889,1,55
13,0.0466667,1,46
13,0.0544444,1,50
13,0.0622222,1,47
13,0.07,1,54
15,0,1,100
15,0.00777778,1,100
15,0.0155556,1,50
15,0.0233333,1,56
15,0.0311111,1,53
15,0.0388889,1,54
15,0.0466667,1,51
15,0.0544444,1,55
15,0.0622222,1,58
15,0.07,1,50
17,0,1,100
17,0.00777778,1,99
17,0.0155556,1,58
17,0.0233333,1,55
17,0.0311111,1,46
17,0.0388889,1,50
17,0.0466667,1,50
17,0.0544444,1,49
17,0.0622222,1,57
17,0.07,1,41
