L,p_error,num_success
3,0.01,0.5,0
3,0.0121053,0.5,1
3,0.0142105,0.5,1
3,0.0163158,0.5,1
3,0.0184211,0.5,1
3,0.0205263,0.5,0
3,0.0226316,0.5,0
3,0.0247368,0.5,0
3,0.0268421,0.5,0
3,0.0289474,0.5,0
3,0.0310526,0.5,0
3,0.0331579,0.5,0
3,0.0352632,0.5,0
3,0.0373684,0.5,1
3,0.0394737,0.5,0
3,0.0415789,0.5,0
3,0.0436842,0.5,0
3,0.0457895,0.5,0
3,0.0478947,0.5,0
3,0.05,0.5,0
