L,p_error,num_success
3,0,1,100
3,0.00277778,1,100
3,0.00555556,1,92
3,0.00833333,1,72
3,0.0111111,1,65
3,0.0138889,1,52
3,0.0166667,1,44
3,0.0194444,1,47
3,0.0222222,1,51
3,0.025,1,50
5,0,1,100
5,0.00277778,1,100
5,0.00555556,1,88
5,0.00833333,1,67
5,0.0111111,1,61
5,0.0138889,1,51
5,0.0166667,1,50
5,0.0194444,1,49
5,0.0222222,1,45
5,0.025,1,53
7,0,1,100
7,0.00277778,1,100
7,0.00555556,1,86
7,0.00833333,1,64
7,0.0111111,1,57
7,0.0138889,1,56
7,0.0166667,1,42
7,0.0194444,1,53
7,0.0222222,1,45
7,0.025,1,30
9,0,1,100
9,0.00277778,1,100
9,0.00555556,1,89
9,0.00833333,1,58
9,0.0111111,1,53
9,0.0138889,1,63
9,0.0166667,1,50
9,0.0194444,1,58
9,0.0222222,1,58
9,0.025,1,47
11,0,1,100
11,0.00277778,1,100
11,0.00555556,1,86
11,0.00833333,1,69
11,0.0111111,1,46
11,0.0138889,1,44
11,0.0166667,1,47
11,0.0194444,1,52
11,0.0222222,1,52
11,0.025,1,43
13,0,1,100
13,0.00277778,1,100
13,0.00555556,1,81
13,0.00833333,1,67
13,0.0111111,1,49
13,0.0138889,1,54
13,0.0166667,1,55
13,0.0194444,1,54
13,0.0222222,1,42
13,0.025,1,49
15,0,1,100
15,0.00277778,1,100
15,0.00555556,1,86
15,0.00833333,1,72
15,0.0111111,1,45
15,0.0138889,1,47
15,0.0166667,1,35
15,0.0194444,1,42
15,0.0222222,1,49
15,0.025,1,53
17,0,1,100
17,0.00277778,1,100
17,0.00555556,1,84
17,0.00833333,1,61
17,0.0111111,1,46
17,0.0138889,1,50
17,0.0166667,1,50
17,0.0194444,1,56
17,0.0222222,1,53
17,0.025,1,53
