L,p_error,num_success
3,0,1,100
3,0.00277778,1,98
3,0.00555556,1,87
3,0.00833333,1,72
3,0.0111111,1,57
3,0.0138889,1,58
3,0.0166667,1,56
3,0.0194444,1,55
3,0.0222222,1,60
3,0.025,1,50
5,0,1,100
5,0.00277778,1,100
5,0.00555556,1,89
5,0.00833333,1,69
5,0.0111111,1,56
5,0.0138889,1,55
5,0.0166667,1,62
5,0.0194444,1,54
5,0.0222222,1,51
5,0.025,1,47
7,0,1,100
7,0.00277778,1,100
7,0.00555556,1,84
7,0.00833333,1,70
7,0.0111111,1,50
7,0.0138889,1,50
7,0.0166667,1,46
7,0.0194444,1,48
7,0.0222222,1,44
7,0.025,1,54
9,0,1,100
9,0.00277778,1,100
9,0.00555556,1,78
9,0.00833333,1,70
9,0.0111111,1,46
9,0.0138889,1,56
9,0.0166667,1,56
9,0.0194444,1,52
9,0.0222222,1,58
9,0.025,1,50
11,0,1,100
11,0.00277778,1,100
11,0.00555556,1,87
11,0.00833333,1,67
11,0.0111111,1,47
11,0.0138889,1,54
11,0.0166667,1,46
11,0.0194444,1,50
11,0.0222222,1,46
11,0.025,1,51
13,0,1,100
13,0.00277778,1,100
13,0.00555556,1,80
13,0.00833333,1,56
13,0.0111111,1,48
13,0.0138889,1,49
13,0.0166667,1,43
13,0.0194444,1,52
13,0.0222222,1,63
13,0.025,1,55
15,0,1,100
15,0.00277778,1,100
15,0.00555556,1,77
15,0.00833333,1,69
15,0.0111111,1,48
15,0.0138889,1,47
15,0.0166667,1,51
15,0.0194444,1,47
15,0.0222222,1,60
15,0.025,1,41
17,0,1,100
17,0.00277778,1,100
17,0.00555556,1,80
17,0.00833333,1,64
17,0.0111111,1,45
17,0.0138889,1,46
17,0.0166667,1,47
17,0.0194444,1,46
17,0.0222222,1,49
17,0.025,1,58
