L,p_error,num_success
3,0,1,100
3,0.00277778,1,100
3,0.00555556,1,100
3,0.00833333,1,98
3,0.0111111,1,91
3,0.0138889,1,87
3,0.0166667,1,82
3,0.0194444,1,71
3,0.0222222,1,58
3,0.025,1,68
5,0,1,100
5,0.00277778,1,100
5,0.00555556,1,100
5,0.00833333,1,100
5,0.0111111,1,92
5,0.0138889,1,85
5,0.0166667,1,65
5,0.0194444,1,59
5,0.0222222,1,56
5,0.025,1,56
7,0,1,100
7,0.00277778,1,100
7,0.00555556,1,100
7,0.00833333,1,99
7,0.0111111,1,93
7,0.0138889,1,78
7,0.0166667,1,55
7,0.0194444,1,60
7,0.0222222,1,43
7,0.025,1,55
9,0,1,100
9,0.00277778,1,100
9,0.00555556,1,100
9,0.00833333,1,100
9,0.0111111,1,94
9,0.0138889,1,84
9,0.0166667,1,51
9,0.0194444,1,57
9,0.0222222,1,47
9,0.025,1,50
11,0,1,100
11,0.00277778,1,100
11,0.00555556,1,100
11,0.00833333,1,100
11,0.0111111,1,98
11,0.0138889,1,72
11,0.0166667,1,55
11,0.0194444,1,41
11,0.0222222,1,49
11,0.025,1,47
13,0,1,100
13,0.00277778,1,100
13,0.00555556,1,100
13,0.00833333,1,100
13,0.0111111,1,97
13,0.0138889,1,74
13,0.0166667,1,55
13,0.0194444,1,49
13,0.0222222,1,59
13,0.025,1,56
15,0,1,100
15,0.00277778,1,100
15,0.00555556,1,100
15,0.00833333,1,99
15,0.0111111,1,97
15,0.0138889,1,51
15,0.0166667,1,45
15,0.0194444,1,49
15,0.0222222,1,49
15,0.025,1,50
17,0,1,100
17,0.00277778,1,100
17,0.00555556,1,100
17,0.00833333,1,100
17,0.0111111,1,96
17,0.0138889,1,60
17,0.0166667,1,56
17,0.0194444,1,53
17,0.0222222,1,41
17,0.025,1,50
