L,p_error,num_success
3,0,1,100
3,0.00277778,1,99
3,0.00555556,1,91
3,0.00833333,1,77
3,0.0111111,1,59
3,0.0138889,1,58
3,0.0166667,1,56
3,0.0194444,1,54
3,0.0222222,1,53
3,0.025,1,47
5,0,1,100
5,0.00277778,1,100
5,0.00555556,1,83
5,0.00833333,1,76
5,0.0111111,1,58
5,0.0138889,1,46
5,0.0166667,1,52
5,0.0194444,1,47
5,0.0222222,1,47
5,0.025,1,57
7,0,1,100
7,0.00277778,1,100
7,0.00555556,1,90
7,0.00833333,1,63
7,0.0111111,1,51
7,0.0138889,1,52
7,0.0166667,1,46
7,0.0194444,1,49
7,0.0222222,1,51
7,0.025,1,52
9,0,1,100
9,0.00277778,1,100
9,0.00555556,1,84
9,0.00833333,1,67
9,0.0111111,1,55
9,0.0138889,1,41
9,0.0166667,1,49
9,0.0194444,1,51
9,0.0222222,1,55
9,0.025,1,54
11,0,1,100
11,0.00277778,1,100
11,0.00555556,1,86
11,0.00833333,1,60
11,0.0111111,1,48
11,0.0138889,1,47
11,0.0166667,1,49
11,0.0194444,1,48
11,0.0222222,1,47
11,0.025,1,46
13,0,1,100
13,0.00277778,1,100
13,0.00555556,1,88
13,0.00833333,1,66
13,0.0111111,1,48
13,0.0138889,1,52
13,0.0166667,1,48
13,0.0194444,1,60
13,0.0222222,1,52
13,0.025,1,43
15,0,1,100
15,0.00277778,1,100
15,0.00555556,1,82
15,0.00833333,1,53
15,0.0111111,1,51
15,0.0138889,1,54
15,0.0166667,1,51
15,0.0194444,1,54
15,0.0222222,1,53
15,0.025,1,53
17,0,1,100
17,0.00277778,1,100
17,0.00555556,1,81
17,0.00833333,1,63
17,0.0111111,1,50
17,0.0138889,1,50
17,0.0166667,1,46
17,0.0194444,1,46
17,0.0222222,1,50
17,0.025,1,55
