L,p_error,num_success
3,0,1,100
3,0.00277778,1,100
3,0.00555556,1,89
3,0.00833333,1,75
3,0.0111111,1,67
3,0.0138889,1,66
3,0.0166667,1,54
3,0.0194444,1,52
3,0.0222222,1,45
3,0.025,1,61
5,0,1,100
5,0.00277778,1,100
5,0.00555556,1,87
5,0.00833333,1,71
5,0.0111111,1,57
5,0.0138889,1,49
5,0.0166667,1,50
5,0.0194444,1,46
5,0.0222222,1,43
5,0.025,1,50
7,0,1,100
7,0.00277778,1,100
7,0.00555556,1,83
7,0.00833333,1,66
7,0.0111111,1,51
7,0.0138889,1,55
7,0.0166667,1,54
7,0.0194444,1,51
7,0.0222222,1,44
7,0.025,1,56
9,0,1,100
9,0.00277778,1,100
9,0.00555556,1,84
9,0.00833333,1,69
9,0.0111111,1,48
9,0.0138889,1,43
9,0.0166667,1,50
9,0.0194444,1,52
9,0.0222222,1,39
9,0.025,1,50
11,0,1,100
11,0.00277778,1,100
11,0.00555556,1,80
11,0.00833333,1,54
11,0.0111111,1,49
11,0.0138889,1,47
11,0.0166667,1,51
11,0.0194444,1,47
11,0.0222222,1,49
11,0.025,1,57
13,0,1,100
13,0.00277778,1,100
13,0.00555556,1,85
13,0.00833333,1,64
13,0.0111111,1,51
13,0.0138889,1,47
13,0.0166667,1,58
13,0.0194444,1,51
13,0.0222222,1,52
13,0.025,1,45
15,0,1,100
15,0.00277778,1,100
15,0.00555556,1,82
15,0.00833333,1,61
15,0.0111111,1,49
15,0.0138889,1,54
15,0.0166667,1,54
15,0.0194444,1,42
15,0.0222222,1,45
15,0.025,1,49
17,0,1,100
17,0.00277778,1,100
17,0.00555556,1,84
17,0.00833333,1,68
17,0.0111111,1,39
17,0.0138889,1,52
17,0.0166667,1,47
17,0.0194444,1,53
17,0.0222222,1,49
17,0.025,1,45
