L,p_error,num_success
3,0,1,100
3,0.00277778,1,100
3,0.00555556,1,99
3,0.00833333,1,96
3,0.0111111,1,95
3,0.0138889,1,87
3,0.0166667,1,78
3,0.0194444,1,75
3,0.0222222,1,59
3,0.025,1,55
5,0,1,100
5,0.00277778,1,100
5,0.00555556,1,100
5,0.00833333,1,99
5,0.0111111,1,91
5,0.0138889,1,81
5,0.0166667,1,71
5,0.0194444,1,60
5,0.0222222,1,54
5,0.025,1,43
7,0,1,100
7,0.00277778,1,100
7,0.00555556,1,100
7,0.00833333,1,99
7,0.0111111,1,95
7,0.0138889,1,81
7,0.0166667,1,61
7,0.0194444,1,44
7,0.0222222,1,42
7,0.025,1,53
9,0,1,100
9,0.00277778,1,100
9,0.00555556,1,100
9,0.00833333,1,100
9,0.0111111,1,94
9,0.0138889,1,79
9,0.0166667,1,57
9,0.0194444,1,45
9,0.0222222,1,48
9,0.025,1,49
11,0,1,100
11,0.00277778,1,100
11,0.00555556,1,100
11,0.00833333,1,100
11,0.0111111,1,93
11,0.0138889,1,66
11,0.0166667,1,56
11,0.0194444,1,49
11,0.0222222,1,54
11,0.025,1,51
13,0,1,100
13,0.00277778,1,100
13,0.00555556,1,100
13,0.00833333,1,100
13,0.0111111,1,92
13,0.0138889,1,58
13,0.0166667,1,57
13,0.0194444,1,57
13,0.0222222,1,41
13,0.025,1,48
15,0,1,100
15,0.00277778,1,100
15,0.00555556,1,100
15,0.00833333,1,100
15,0.0111111,1,95
15,0.0138889,1,57
15,0.0166667,1,53
15,0.0194444,1,47
15,0.0222222,1,51
15,0.025,1,48
17,0,1,100
17,0.00277778,1,100
17,0.00555556,1,100
17,0.00833333,1,100
17,0.0111111,1,96
17,0.0138889,1,67
17,0.0166667,1,49
17,0.0194444,1,46
17,0.0222222,1,58
17,0.025,1,60
