L,p_error,num_success
3,0,1,100
3,0.00277778,1,99
3,0.00555556,1,91
3,0.00833333,1,82
3,0.0111111,1,61
3,0.0138889,1,59
3,0.0166667,1,57
3,0.0194444,1,49
3,0.0222222,1,49
3,0.025,1,42
5,0,1,100
5,0.00277778,1,100
5,0.00555556,1,90
5,0.00833333,1,63
5,0.0111111,1,65
5,0.0138889,1,55
5,0.0166667,1,59
5,0.0194444,1,51
5,0.0222222,1,55
5,0.025,1,49
7,0,1,100
7,0.00277778,1,100
7,0.00555556,1,89
7,0.00833333,1,64
7,0.0111111,1,56
7,0.0138889,1,40
7,0.0166667,1,51
7,0.0194444,1,54
7,0.0222222,1,51
7,0.025,1,55
9,0,1,100
9,0.00277778,1,100
9,0.00555556,1,80
9,0.00833333,1,65
9,0.0111111,1,61
9,0.0138889,1,51
9,0.0166667,1,48
9,0.0194444,1,53
9,0.0222222,1,55
9,0.025,1,45
11,0,1,100
11,0.00277778,1,100
11,0.00555556,1,82
11,0.00833333,1,62
11,0.0111111,1,55
11,0.0138889,1,48
11,0.0166667,1,47
11,0.0194444,1,50
11,0.0222222,1,54
11,0.025,1,56
13,0,1,100
13,0.00277778,1,100
13,0.00555556,1,83
13,0.00833333,1,63
13,0.0111111,1,55
13,0.0138889,1,51
13,0.0166667,1,54
13,0.0194444,1,50
13,0.0222222,1,48
13,0.025,1,42
15,0,1,100
15,0.00277778,1,100
15,0.00555556,1,85
15,0.00833333,1,66
15,0.0111111,1,47
15,0.0138889,1,48
15,0.0166667,1,47
15,0.0194444,1,49
15,0.0222222,1,46
15,0.025,1,50
17,0,1,100
17,0.00277778,1,100
17,0.00555556,1,81
17,0.00833333,1,63
17,0.0111111,1,50
17,0.0138889,1,39
17,0.0166667,1,46
17,0.0194444,1,49
17,0.0222222,1,43
17,0.025,1,52
