L,p_error,num_success
3,0,1,100
3,0.00277778,1,100
3,0.00555556,1,100
3,0.00833333,1,98
3,0.0111111,1,93
3,0.0138889,1,82
3,0.0166667,1,76
3,0.0194444,1,71
3,0.0222222,1,65
3,0.025,1,60
5,0,1,100
5,0.00277778,1,100
5,0.00555556,1,100
5,0.00833333,1,98
5,0.0111111,1,90
5,0.0138889,1,82
5,0.0166667,1,69
5,0.0194444,1,68
5,0.0222222,1,57
5,0.025,1,50
7,0,1,100
7,0.00277778,1,100
7,0.00555556,1,100
7,0.00833333,1,100
7,0.0111111,1,95
7,0.0138889,1,71
7,0.0166667,1,61
7,0.0194444,1,45
7,0.0222222,1,58
7,0.025,1,49
9,0,1,100
9,0.00277778,1,100
9,0.00555556,1,100
9,0.00833333,1,100
9,0.0111111,1,96
9,0.0138889,1,79
9,0.0166667,1,60
9,0.0194444,1,41
9,0.0222222,1,51
9,0.025,1,39
11,0,1,100
11,0.00277778,1,100
11,0.00555556,1,100
11,0.00833333,1,100
11,0.0111111,1,98
11,0.0138889,1,67
11,0.0166667,1,51
11,0.0194444,1,48
11,0.0222222,1,59
11,0.025,1,60
13,0,1,100
13,0.00277778,1,100
13,0.00555556,1,100
13,0.00833333,1,100
13,0.0111111,1,93
13,0.0138889,1,72
13,0.0166667,1,52
13,0.0194444,1,54
13,0.0222222,1,61
13,0.025,1,51
15,0,1,100
15,0.00277778,1,100
15,0.00555556,1,100
15,0.00833333,1,100
15,0.0111111,1,95
15,0.0138889,1,64
15,0.0166667,1,56
15,0.0194444,1,44
15,0.0222222,1,51
15,0.025,1,52
17,0,1,100
17,0.00277778,1,100
17,0.00555556,1,100
17,0.00833333,1,100
17,0.0111111,1,99
17,0.0138889,1,63
17,0.0166667,1,47
17,0.0194444,1,49
17,0.0222222,1,47
17,0.025,1,51
